transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Day_name,month_name,date_of_month,Day_Classification,Time_Classification,Time_classification,Spend_bucket,Revenue
248,2023-01-01,2026-03-17T13:34:12.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
249,2023-01-01,2026-03-17T13:38:09.000Z,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
250,2023-01-01,2026-03-17T13:38:11.000Z,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
251,2023-01-01,2026-03-17T13:39:41.000Z,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
252,2023-01-01,2026-03-17T13:40:47.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
253,2023-01-01,2026-03-17T13:41:09.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
254,2023-01-01,2026-03-17T13:42:10.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
255,2023-01-01,2026-03-17T13:42:49.000Z,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
256,2023-01-01,2026-03-17T13:42:58.000Z,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
257,2023-01-01,2026-03-17T13:42:58.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
258,2023-01-01,2026-03-17T13:43:18.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
259,2023-01-01,2026-03-17T13:43:18.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
260,2023-01-01,2026-03-17T13:43:41.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
261,2023-01-01,2026-03-17T13:44:26.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
262,2023-01-01,2026-03-17T13:47:51.000Z,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
263,2023-01-01,2026-03-17T13:49:03.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
264,2023-01-01,2026-03-17T13:50:09.000Z,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
265,2023-01-01,2026-03-17T13:50:47.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
266,2023-01-01,2026-03-17T13:51:56.000Z,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
267,2023-01-01,2026-03-17T13:53:04.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
268,2023-01-01,2026-03-17T13:53:31.000Z,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
269,2023-01-01,2026-03-17T13:54:18.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
270,2023-01-01,2026-03-17T13:55:04.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
271,2023-01-01,2026-03-17T13:55:50.000Z,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
272,2023-01-01,2026-03-17T13:56:15.000Z,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
273,2023-01-01,2026-03-17T13:56:24.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
274,2023-01-01,2026-03-17T13:57:34.000Z,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
275,2023-01-01,2026-03-17T13:57:34.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
276,2023-01-01,2026-03-17T13:58:10.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
277,2023-01-01,2026-03-17T13:58:11.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.45
278,2023-01-01,2026-03-17T13:59:58.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
279,2023-01-01,2026-03-17T14:03:34.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
280,2023-01-01,2026-03-17T14:03:34.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
281,2023-01-01,2026-03-17T14:03:41.000Z,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
282,2023-01-01,2026-03-17T14:07:12.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
283,2023-01-01,2026-03-17T14:07:56.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
284,2023-01-01,2026-03-17T14:08:03.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
285,2023-01-01,2026-03-17T14:08:03.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
286,2023-01-01,2026-03-17T14:11:14.000Z,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
287,2023-01-01,2026-03-17T14:13:28.000Z,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
288,2023-01-01,2026-03-17T14:19:57.000Z,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
289,2023-01-01,2026-03-17T14:20:06.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
290,2023-01-01,2026-03-17T14:20:08.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
291,2023-01-01,2026-03-17T14:22:01.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
292,2023-01-01,2026-03-17T14:22:38.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
293,2023-01-01,2026-03-17T14:23:28.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
294,2023-01-01,2026-03-17T14:23:28.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
295,2023-01-01,2026-03-17T14:24:55.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
296,2023-01-01,2026-03-17T14:24:55.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
297,2023-01-01,2026-03-17T14:25:32.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
298,2023-01-01,2026-03-17T14:25:39.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
299,2023-01-01,2026-03-17T14:26:36.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.75
300,2023-01-01,2026-03-17T14:29:05.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
301,2023-01-01,2026-03-17T14:29:50.000Z,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
302,2023-01-01,2026-03-17T14:29:50.000Z,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.5
303,2023-01-01,2026-03-17T14:30:51.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
304,2023-01-01,2026-03-17T14:30:58.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
305,2023-01-01,2026-03-17T14:31:26.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
306,2023-01-01,2026-03-17T14:32:20.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
307,2023-01-01,2026-03-17T14:32:42.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
308,2023-01-01,2026-03-17T14:32:54.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
309,2023-01-01,2026-03-17T14:35:47.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
310,2023-01-01,2026-03-17T14:36:23.000Z,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
311,2023-01-01,2026-03-17T14:36:35.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
312,2023-01-01,2026-03-17T14:37:48.000Z,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
313,2023-01-01,2026-03-17T14:39:06.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
314,2023-01-01,2026-03-17T14:39:48.000Z,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.9
315,2023-01-01,2026-03-17T14:42:39.000Z,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,9.5
316,2023-01-01,2026-03-17T14:43:13.000Z,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
317,2023-01-01,2026-03-17T14:45:31.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
318,2023-01-01,2026-03-17T14:46:09.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
319,2023-01-01,2026-03-17T14:47:29.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
320,2023-01-01,2026-03-17T14:47:29.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
321,2023-01-01,2026-03-17T14:49:49.000Z,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
322,2023-01-01,2026-03-17T14:51:19.000Z,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
323,2023-01-01,2026-03-17T14:55:34.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.9
324,2023-01-01,2026-03-17T14:58:07.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
325,2023-01-01,2026-03-17T14:58:35.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
326,2023-01-01,2026-03-17T15:02:04.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
327,2023-01-01,2026-03-17T15:02:28.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
328,2023-01-01,2026-03-17T15:06:27.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
329,2023-01-01,2026-03-17T15:08:28.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
330,2023-01-01,2026-03-17T15:09:37.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2
331,2023-01-01,2026-03-17T15:09:54.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.75
332,2023-01-01,2026-03-17T15:10:10.000Z,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
333,2023-01-01,2026-03-17T15:10:10.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
334,2023-01-01,2026-03-17T15:12:22.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
335,2023-01-01,2026-03-17T15:12:54.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
336,2023-01-01,2026-03-17T15:14:19.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
337,2023-01-01,2026-03-17T15:16:37.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
338,2023-01-01,2026-03-17T15:18:56.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.75
339,2023-01-01,2026-03-17T15:19:34.000Z,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
340,2023-01-01,2026-03-17T15:21:05.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
341,2023-01-01,2026-03-17T15:22:11.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
342,2023-01-01,2026-03-17T15:24:01.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
343,2023-01-01,2026-03-17T15:25:09.000Z,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
344,2023-01-01,2026-03-17T15:27:11.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
345,2023-01-01,2026-03-17T15:28:29.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
346,2023-01-01,2026-03-17T15:28:54.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
347,2023-01-01,2026-03-17T15:29:24.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
348,2023-01-01,2026-03-17T15:29:24.000Z,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
349,2023-01-01,2026-03-17T15:30:16.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
350,2023-01-01,2026-03-17T15:30:27.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
351,2023-01-01,2026-03-17T15:30:58.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.45
352,2023-01-01,2026-03-17T15:30:58.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
353,2023-01-01,2026-03-17T15:33:36.000Z,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
354,2023-01-01,2026-03-17T15:33:36.000Z,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
355,2023-01-01,2026-03-17T15:34:10.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
356,2023-01-01,2026-03-17T15:34:10.000Z,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
357,2023-01-01,2026-03-17T15:36:59.000Z,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
358,2023-01-01,2026-03-17T15:39:44.000Z,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
359,2023-01-01,2026-03-17T15:42:20.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
360,2023-01-01,2026-03-17T15:45:16.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
361,2023-01-01,2026-03-17T15:46:34.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
362,2023-01-01,2026-03-17T15:51:15.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
363,2023-01-01,2026-03-17T15:52:23.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
364,2023-01-01,2026-03-17T15:52:23.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
365,2023-01-01,2026-03-17T15:53:55.000Z,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
366,2023-01-01,2026-03-17T15:55:45.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
367,2023-01-01,2026-03-17T15:55:50.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
368,2023-01-01,2026-03-17T15:58:55.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
369,2023-01-01,2026-03-17T16:00:23.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
370,2023-01-01,2026-03-17T16:02:07.000Z,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.25
371,2023-01-01,2026-03-17T16:03:30.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.9
372,2023-01-01,2026-03-17T16:03:54.000Z,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
373,2023-01-01,2026-03-17T16:04:10.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
